"Worker ID","Link to Individual Worker Page","Number of HITs approved or rejected - Lifetime","Number of HITs approved - Lifetime","Your Lifetime approval rate","Number of HITs approved or rejected - Last 30 days","Number of HITs approved - Last 30 days","Your Last 30 days approval rate","Number of HITs approved or rejected - Last 7 days","Number of HITs approved - Last 7 days","Your Last 7 days approval rate","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (59-58-19-15-11-2015)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (59-58-19-15-11-2015)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (58-26-04-06-02-2016)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (58-26-04-06-02-2016)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (54-45-08-31-12-2015)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (54-45-08-31-12-2015)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (54-34-23-14-12-2015)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (54-34-23-14-12-2015)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (53-44-05-08-12-2015)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (53-44-05-08-12-2015)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (44-18-03-04-02-2016)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (44-18-03-04-02-2016)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (43-25-12-26-12-2015)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (43-25-12-26-12-2015)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (38-03-06-12-11-2015)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (38-03-06-12-11-2015)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (34-41-01-06-02-2016)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (34-41-01-06-02-2016)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (29-48-03-06-02-2016)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (29-48-03-06-02-2016)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (28-45-19-05-02-2016)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (28-45-19-05-02-2016)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (23-07-16-04-02-2016)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (23-07-16-04-02-2016)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (19-07-04-05-02-2016)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (19-07-04-05-02-2016)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (17-43-22-04-02-2016)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (17-43-22-04-02-2016)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (11-48-22-04-02-2016)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (11-48-22-04-02-2016)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (10-13-23-13-11-2015)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (10-13-23-13-11-2015)","CURRENT BlockStatus","UPDATE BlockStatus","BlockReason"
"A3GVNHZZB9M2D9","https://requester.mturk.com/workers/A3GVNHZZB9M2D9","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","50","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3GX1M6BYHJOYC","https://requester.mturk.com/workers/A3GX1M6BYHJOYC","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","50","","","","","","","","","","","","","","50","","","","50","","50","","50","","50","","50","","","","Never Blocked","",""
"A3H32TUZZH9YXF","https://requester.mturk.com/workers/A3H32TUZZH9YXF","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3H48TMCITL94X","https://requester.mturk.com/workers/A3H48TMCITL94X","2","2","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","50","","","","","","50","","50","","","","","","","","","","","","","","","","50","","Never Blocked","",""
"A3HA2WW4D4Q1UQ","https://requester.mturk.com/workers/A3HA2WW4D4Q1UQ","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","50","","","","","","","","","","","","","","50","","","","50","","50","","50","","50","","50","","","","Never Blocked","",""
"A3HBM297ABOGJU","https://requester.mturk.com/workers/A3HBM297ABOGJU","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3HD8PVIN9E17Q","https://requester.mturk.com/workers/A3HD8PVIN9E17Q","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3HH0V69GUX811","https://requester.mturk.com/workers/A3HH0V69GUX811","2","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3HHB9CPHKBZRR","https://requester.mturk.com/workers/A3HHB9CPHKBZRR","1","1","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","50","","Never Blocked","",""
"A3HJ02L53P4YVM","https://requester.mturk.com/workers/A3HJ02L53P4YVM","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3HJQ67YMQR7MK","https://requester.mturk.com/workers/A3HJQ67YMQR7MK","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3HKIWF1E4QCUT","https://requester.mturk.com/workers/A3HKIWF1E4QCUT","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","50","","","","","","","","","","","","","","50","","","","50","","","","50","","50","","50","","","","Never Blocked","",""
"A3HMBHM8HJLKRD","https://requester.mturk.com/workers/A3HMBHM8HJLKRD","1","1","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3HMXSOXOV9X3N","https://requester.mturk.com/workers/A3HMXSOXOV9X3N","1","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3HNAJE7OJP66A","https://requester.mturk.com/workers/A3HNAJE7OJP66A","1","1","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","50","","","","","","50","","50","","","","","","","","","","","","","","","","50","","Never Blocked","",""
"A3HO9MNHRICT4M","https://requester.mturk.com/workers/A3HO9MNHRICT4M","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3HUAA34BQBGL2","https://requester.mturk.com/workers/A3HUAA34BQBGL2","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3HW01KBBCWPLW","https://requester.mturk.com/workers/A3HW01KBBCWPLW","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3HZ31VAGTVQMQ","https://requester.mturk.com/workers/A3HZ31VAGTVQMQ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3I3F5BPVCPEQT","https://requester.mturk.com/workers/A3I3F5BPVCPEQT","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","50","","","","","","","","","","","","","","50","","","","50","","","","50","","","","","","","","Never Blocked","",""
"A3I5U4BWOGO3RZ","https://requester.mturk.com/workers/A3I5U4BWOGO3RZ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3I6R9HCAZFEKL","https://requester.mturk.com/workers/A3I6R9HCAZFEKL","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3I7EM47FV7O3S","https://requester.mturk.com/workers/A3I7EM47FV7O3S","1","1","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","50","","Never Blocked","",""
"A3IB7YJHP04OHI","https://requester.mturk.com/workers/A3IB7YJHP04OHI","2","2","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","50","","","","","","50","","50","","","","","","","","","","","","","","","","50","","Never Blocked","",""
"A3IBB4TMW0E27","https://requester.mturk.com/workers/A3IBB4TMW0E27","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3ICWVGCEDRXS0","https://requester.mturk.com/workers/A3ICWVGCEDRXS0","2","2","100.00%","1","1","100.00%","1","1","100.00%","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","","Never Blocked","",""
"A3IDDGE7PP3G7G","https://requester.mturk.com/workers/A3IDDGE7PP3G7G","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3IEKL7BHXV6SX","https://requester.mturk.com/workers/A3IEKL7BHXV6SX","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3IGFFJQDZ47MN","https://requester.mturk.com/workers/A3IGFFJQDZ47MN","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3IGPMZ66N21A1","https://requester.mturk.com/workers/A3IGPMZ66N21A1","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3IOIJ4LQAJ4T3","https://requester.mturk.com/workers/A3IOIJ4LQAJ4T3","1","1","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","50","","Never Blocked","",""
"A3IRI7ZF4XAX33","https://requester.mturk.com/workers/A3IRI7ZF4XAX33","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","50","","","","","","","","","","","","","","50","","","","50","","","","50","","50","","50","","","","Never Blocked","",""
"A3ISF1BE2KS3TR","https://requester.mturk.com/workers/A3ISF1BE2KS3TR","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3IXNDKQA3J1J","https://requester.mturk.com/workers/A3IXNDKQA3J1J","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","50","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3IYQ6YGETCDF3","https://requester.mturk.com/workers/A3IYQ6YGETCDF3","1","1","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","50","","Never Blocked","",""
"A3J4KCL9JOO64","https://requester.mturk.com/workers/A3J4KCL9JOO64","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","50","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","Never Blocked","",""
"A3J52Y61WDZB8O","https://requester.mturk.com/workers/A3J52Y61WDZB8O","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3J6ZXIOMFY4W","https://requester.mturk.com/workers/A3J6ZXIOMFY4W","1","1","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3J70EMMOXYEM3","https://requester.mturk.com/workers/A3J70EMMOXYEM3","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3J8LZBJGKM2HE","https://requester.mturk.com/workers/A3J8LZBJGKM2HE","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3J8ZQE64Q45YJ","https://requester.mturk.com/workers/A3J8ZQE64Q45YJ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3J9EHZQ9PERAX","https://requester.mturk.com/workers/A3J9EHZQ9PERAX","3","3","100.00%","3","3","100.00%","3","3","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3J9ORWWVZCEOI","https://requester.mturk.com/workers/A3J9ORWWVZCEOI","4","4","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","","Never Blocked","",""
"A3JENSCM0SZ7MK","https://requester.mturk.com/workers/A3JENSCM0SZ7MK","1","1","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","","Never Blocked","",""
"A3JG3XKUI0EE60","https://requester.mturk.com/workers/A3JG3XKUI0EE60","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3JI3B5GTVA95F","https://requester.mturk.com/workers/A3JI3B5GTVA95F","7","7","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","50","","","","","","50","","","","","","","","","","","","","","","","","","50","","Never Blocked","",""
"A3JN1GMI3UM0QD","https://requester.mturk.com/workers/A3JN1GMI3UM0QD","1","1","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","","Never Blocked","",""
"A3JQM8WP9O4SNI","https://requester.mturk.com/workers/A3JQM8WP9O4SNI","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","50","","","","","","","","","","","","","","50","","","","50","","","","50","","50","","50","","","","Never Blocked","",""
"A3JR2Z3ZNKNTJF","https://requester.mturk.com/workers/A3JR2Z3ZNKNTJF","1","1","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","50","","Never Blocked","",""
"A3JS909LQ7BZ22","https://requester.mturk.com/workers/A3JS909LQ7BZ22","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3JT1BXLDJDB0H","https://requester.mturk.com/workers/A3JT1BXLDJDB0H","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3JTK8CPSP3NKJ","https://requester.mturk.com/workers/A3JTK8CPSP3NKJ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3JYMCT98NZOEW","https://requester.mturk.com/workers/A3JYMCT98NZOEW","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3JZE4IVG5549Z","https://requester.mturk.com/workers/A3JZE4IVG5549Z","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3K1C5UAWCLVAW","https://requester.mturk.com/workers/A3K1C5UAWCLVAW","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3K3IZ0S0YOLO1","https://requester.mturk.com/workers/A3K3IZ0S0YOLO1","3","3","100.00%","1","1","100.00%","1","1","100.00%","","","50","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3K4L1IT9T1WSO","https://requester.mturk.com/workers/A3K4L1IT9T1WSO","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3K6DDVS84DJ12","https://requester.mturk.com/workers/A3K6DDVS84DJ12","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","50","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3K6P4QLQ5B8F7","https://requester.mturk.com/workers/A3K6P4QLQ5B8F7","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3K9GTQBOI7O5A","https://requester.mturk.com/workers/A3K9GTQBOI7O5A","1","1","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","","","","","","","50","","50","","","","","","","","","","","","","","","","50","","Never Blocked","",""
"A3KHFF9QNCTXX","https://requester.mturk.com/workers/A3KHFF9QNCTXX","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3KLDGYE9RHA5P","https://requester.mturk.com/workers/A3KLDGYE9RHA5P","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3KRD0YWBJ3EXF","https://requester.mturk.com/workers/A3KRD0YWBJ3EXF","1","1","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","50","","Never Blocked","",""
"A3KSOAD08L2DGK","https://requester.mturk.com/workers/A3KSOAD08L2DGK","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3KTR2VGZ4FCUD","https://requester.mturk.com/workers/A3KTR2VGZ4FCUD","1","1","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","50","","Never Blocked","",""
"A3KUAPV6KNQMNO","https://requester.mturk.com/workers/A3KUAPV6KNQMNO","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3KVKBMYLD9LMY","https://requester.mturk.com/workers/A3KVKBMYLD9LMY","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","50","","","","","","","","","","","","","","50","","","","50","","","","50","","","","","","","","Never Blocked","",""
"A3KX9JEQ3D0AM1","https://requester.mturk.com/workers/A3KX9JEQ3D0AM1","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3L0MEN4FY6CGU","https://requester.mturk.com/workers/A3L0MEN4FY6CGU","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3L2VS3998R77L","https://requester.mturk.com/workers/A3L2VS3998R77L","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","50","","","","","","","","","","","","","","50","","","","50","","","","50","","","","","","","","Never Blocked","",""
"A3L48QI72KNGH1","https://requester.mturk.com/workers/A3L48QI72KNGH1","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3L5I3HRRMMMZL","https://requester.mturk.com/workers/A3L5I3HRRMMMZL","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3L7SS9HZVMWN5","https://requester.mturk.com/workers/A3L7SS9HZVMWN5","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3LC1KRWMHUH9I","https://requester.mturk.com/workers/A3LC1KRWMHUH9I","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","50","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3LE29BE97YW92","https://requester.mturk.com/workers/A3LE29BE97YW92","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","50","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3LKJENHEI94WC","https://requester.mturk.com/workers/A3LKJENHEI94WC","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3LPRHS0RF0B6I","https://requester.mturk.com/workers/A3LPRHS0RF0B6I","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3LX9R6E1I52VQ","https://requester.mturk.com/workers/A3LX9R6E1I52VQ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","50","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
